filename,person_index,label
20251202_161414.jpg,1,hand_raise
20251202_161414.jpg,2,neutral
20251202_161414.jpg,3,neutral
20251202_161414.jpg,4,smile
20251202_161414.jpg,5,neutral
20251202_161420.jpg,0,smile
20251202_161420.jpg,1,smile
20251202_161420.jpg,2,neutral
20251202_161420.jpg,3,neutral
20251202_161420.jpg,4,smile
20251202_161420.jpg,5,neutral
arm_crossed1.jpg,0,neutral
arm_crossed2.jpg,0,neutral
arm_crossed3.jpg,0,neutral
arm_crossed4.jpg,0,neutral
arm_crossed5.jpg,0,neutral
cover_ears1.jpg,0,cover_ears
cover_ears2.jpg,0,cover_ears
cover_ears3.jpg,0,cover_ears
cover_ears4.jpg,0,cover_ears
cover_ears5.jpg,0,cover_ears
hand_on_chin1.jpg,0,hand_on_chin
hand_on_chin2.jpg,0,hand_on_chin
hand_on_chin2.jpg,1,neutral
hand_on_chin3.jpg,0,hand_on_chin
hand_on_chin4.jpg,0,hand_on_chin
hand_on_chin5.jpg,0,hand_on_chin
hand_raised1.jpg,0,hand_raise
hand_raised2.jpg,0,hand_raise
hand_raised3.jpg,0,hand_raise
hand_raised4.jpg,0,hand_raise
hand_raised5.jpg,0,hand_raise
laptop1.jpg,0,smile
laptop2.jpg,0,smile
laptop3.jpg,0,neutral
laptop4.jpg,0,neutral
laptop5.jpg,0,smile
looking_away1.jpg,0,neutral
looking_away2.jpg,0,neutral
looking_away3.jpg,0,neutral
looking_away4.jpg,0,neutral
looking_away5.jpg,0,smile
looking_teacher1.png,0,neutral
looking_teacher1.png,1,neutral
looking_teacher2.png,0,neutral
looking_teacher3.png,0,neutral
looking_teacher4.jpg,0,smile
looking_teacher5.jpg,0,neutral
looking_teacher5.jpg,1,neutral
looking_teacher5.jpg,2,smile
looking_teacher5.jpg,3,neutral
looking_teacher5.jpg,4,neutral
looking_teacher5.jpg,5,neutral
phone1.jpg,0,smile
phone2.jpg,0,smile
phone3.jpg,0,neutral
phone3.jpg,1,hand_on_chin
phone3.jpg,2,neutral
phone3.jpg,3,neutral
phone3.jpg,4,neutral
phone3.jpg,5,neutral
phone3.jpg,6,neutral
phone3.jpg,7,neutral
phone4.jpg,0,smile
phone5.jpg,0,neutral
pointing1.jpg,0,pointing
pointing2.jpg,0,pointing
pointing3.jpg,0,pointing
pointing4.jpg,0,pointing
pointing5.jpg,0,pointing
reading1.jpg,0,neutral
reading2.jpg,0,neutral
reading3.jpg,0,neutral
reading4.jpg,0,neutral
reading5.jpg,0,neutral
sleeping1.jpg,0,neutral
sleeping1.jpg,1,neutral
sleeping1.jpg,2,neutral
sleeping1.jpg,3,neutral
sleeping2.jpg,0,neutral
sleeping2.jpg,1,neutral
sleeping2.jpg,2,neutral
sleeping2.jpg,3,neutral
sleeping2.jpg,4,neutral
sleeping2.jpg,5,neutral
sleeping2.jpg,6,neutral
sleeping3.jpg,0,neutral
sleeping4.jpg,0,neutral
sleeping4.jpg,1,neutral
sleeping4.jpg,2,neutral
sleeping5.jpg,0,neutral
slouching1.jpg,0,neutral
slouching2.jpg,0,neutral
slouching2.jpg,1,neutral
slouching3.jpg,0,neutral
slouching4.jpg,0,neutral
slouching5.jpg,0,neutral
smile1.jpg,0,smile
smile2.jpg,0,smile
smile3.jpg,0,smile
smile4.jpg,0,smile
smile5.jpg,0,smile
standing1.jpg,0,neutral
standing2.jpg,0,neutral
standing3.jpg,0,neutral
standing4.jpg,0,neutral
standing5.jpg,0,neutral
talking_seatmate1.jpg,0,neutral
talking_seatmate1.jpg,1,neutral
talking_seatmate1.jpg,2,neutral
talking_seatmate1.jpg,3,neutral
talking_seatmate2.jpg,0,smile
talking_seatmate2.jpg,1,smile
talking_seatmate3.jpg,0,neutral
talking_seatmate3.jpg,1,neutral
talking_seatmate4.jpg,0,neutral
talking_seatmate4.jpg,1,smile
talking_seatmate5.jpg,0,smile
talking_seatmate5.jpg,1,smile
talking_seatmate5.jpg,2,neutral
writing1.jpg,0,writing
writing2.jpg,0,writing
writing3.jpg,0,smile
writing4.jpg,0,smile
writing5.jpg,0,writing
writing5.jpg,1,neutral
writing5.jpg,2,hand_raise
