filename,person_index,label
20251202_161412.jpg,2,reading
20251202_161412.jpg,3,talking_seatmate
20251202_161412.jpg,4,neutral
20251202_161412.jpg,5,talking_seatmate
20251202_161412.jpg,6,neutral
20251202_161414.jpg,0,reading
20251202_161414.jpg,1,neutral
20251202_161414.jpg,2,device_phone
20251202_161414.jpg,3,neutral
20251202_161414.jpg,4,looking_away
20251202_161414.jpg,5,talking_seatmate
20251202_161420.jpg,0,looking_teacher
20251202_161420.jpg,1,reading
20251202_161420.jpg,2,neutral
20251202_161420.jpg,3,device_phone
20251202_161420.jpg,4,talking_seatmate
20251202_161420.jpg,5,talking_seatmate
arm_crossed1.jpg,0,looking_teacher
arm_crossed2.jpg,0,looking_teacher
arm_crossed3.jpg,0,looking_teacher
arm_crossed4.jpg,0,looking_teacher
arm_crossed5.jpg,0,looking_teacher
cover_ears1.jpg,0,looking_away
cover_ears2.jpg,0,looking_away
cover_ears3.jpg,0,looking_away
cover_ears4.jpg,0,looking_away
cover_ears5.jpg,0,looking_away
hand_on_chin1.jpg,0,looking_teacher
hand_on_chin2.jpg,0,looking_teacher
hand_on_chin2.jpg,1,looking_teacher
hand_on_chin3.jpg,0,looking_teacher
hand_on_chin4.jpg,0,looking_teacher
hand_on_chin5.jpg,0,looking_teacher
hand_raised1.jpg,0,looking_teacher
hand_raised2.jpg,0,looking_teacher
hand_raised3.jpg,0,looking_teacher
hand_raised4.jpg,0,looking_teacher
hand_raised5.jpg,0,looking_teacher
laptop1.jpg,0,device_laptop
laptop2.jpg,0,device_laptop
laptop3.jpg,0,device_laptop
laptop4.jpg,0,device_laptop
laptop5.jpg,0,device_laptop
looking_away1.jpg,0,looking_away
looking_away2.jpg,0,looking_away
looking_away3.jpg,0,looking_away
looking_away4.jpg,0,looking_away
looking_away5.jpg,0,looking_away
looking_teacher1.png,0,looking_teacher
looking_teacher1.png,1,neutral
looking_teacher2.png,0,looking_teacher
looking_teacher3.png,0,looking_teacher
looking_teacher4.jpg,0,looking_teacher
looking_teacher5.jpg,0,writing
looking_teacher5.jpg,1,writing
looking_teacher5.jpg,2,looking_teacher
looking_teacher5.jpg,3,writing
looking_teacher5.jpg,4,writing
looking_teacher5.jpg,5,writing
phone1.jpg,0,device_phone
phone2.jpg,0,device_phone
phone3.jpg,0,device_phone
phone3.jpg,1,device_phone
phone3.jpg,2,neutral
phone3.jpg,3,device_phone
phone3.jpg,4,neutral
phone3.jpg,5,device_phone
phone3.jpg,6,neutral
phone3.jpg,7,device_phone
phone4.jpg,0,device_laptop
phone5.jpg,0,device_phone
pointing1.jpg,0,looking_teacher
pointing2.jpg,0,looking_teacher
pointing3.jpg,0,looking_teacher
pointing4.jpg,0,looking_teacher
pointing5.jpg,0,looking_teacher
reading1.jpg,0,reading
reading2.jpg,0,reading
reading3.jpg,0,reading
reading4.jpg,0,reading
reading5.jpg,0,reading
sleeping1.jpg,0,looking_teacher
sleeping1.jpg,1,looking_teacher
sleeping1.jpg,2,sleeping
sleeping1.jpg,3,looking_teacher
sleeping2.jpg,0,sleeping
sleeping2.jpg,1,neutral
sleeping2.jpg,2,neutral
sleeping2.jpg,3,neutral
sleeping2.jpg,4,reading
sleeping2.jpg,5,neutral
sleeping2.jpg,6,neutral
sleeping3.jpg,0,sleeping
sleeping4.jpg,0,sleeping
sleeping4.jpg,1,looking_away
sleeping4.jpg,2,looking_away
sleeping5.jpg,0,sleeping
slouching1.jpg,0,looking_teacher
slouching2.jpg,0,looking_away
slouching2.jpg,1,looking_away
slouching3.jpg,0,looking_teacher
slouching4.jpg,0,looking_teacher
slouching5.jpg,0,looking_away
smile1.jpg,0,looking_teacher
smile2.jpg,0,looking_teacher
smile3.jpg,0,looking_teacher
smile4.jpg,0,looking_teacher
smile5.jpg,0,looking_teacher
standing1.jpg,0,looking_teacher
standing2.jpg,0,looking_teacher
standing3.jpg,0,looking_teacher
standing4.jpg,0,looking_teacher
standing5.jpg,0,looking_teacher
talking_seatmate1.jpg,0,talking_seatmate
talking_seatmate1.jpg,1,talking_seatmate
talking_seatmate1.jpg,2,talking_seatmate
talking_seatmate1.jpg,3,talking_seatmate
talking_seatmate2.jpg,0,talking_seatmate
talking_seatmate2.jpg,1,talking_seatmate
talking_seatmate3.jpg,0,talking_seatmate
talking_seatmate3.jpg,1,talking_seatmate
talking_seatmate4.jpg,0,talking_seatmate
talking_seatmate4.jpg,1,talking_seatmate
talking_seatmate5.jpg,0,talking_seatmate
talking_seatmate5.jpg,1,talking_seatmate
talking_seatmate5.jpg,2,looking_away
writing1.jpg,0,writing
writing2.jpg,0,writing
writing3.jpg,0,looking_away
writing4.jpg,0,looking_teacher
writing5.jpg,0,neutral
writing5.jpg,1,neutral
writing5.jpg,2,writing
